name,appearance,original_habitat,modern_location,source_excerpt,source_translation,abilities,symbolism,category,mountain_location,chapter
无启,穴居，食土，无男女,海外北经,黑龙江省;吉林省;辽宁省,其人穴居，食土，无男女，死即埋之，其心不朽，死百廿岁乃复更生,他们穴居，吃土，没有男女之分，死后埋掉，心脏不朽，一百二十年后复活,死而复生,不死,混合形态或超自然生物,北,海外经
烛龙,人面，蛇身，身长千里,雁门北，委羽之山,山西省,烛龙在雁门北，蔽于委羽之山，不见日，其神人面龙身而无足,烛龙在雁门北，遮蔽在委羽山，不见阳光，神像人面龙身无足,息为风,掌控风的神灵,混合形态或超自然生物,北,大荒北经
一目国,人面，一目在面中,未知,青海省,有人一目，当面中生。一目是威姓，少昊之子，食乘,有人一目在面中，是威姓，少昊之子，食乘,未知,独眼象征,混合形态或超自然生物,未知,大荒北经
柔利国,人无骨,未知,未知,有牛黎之国。有人无骨，估耳之子,有牛黎国，人无骨，是估耳之子,未知,无骨象征,混合形态或超自然生物,未知,大荒北经
共工,未知,未知,山西省,共工，霸九州者,共工是霸九州的神,未知,霸九州的神,混合形态或超自然生物,未知,未知
深目民,深目，举一手,深目国,云南省;四川省;青海省,有人方食鱼，名昌深目民之国，盼姓，食鱼。,深目国民以鱼为食。,深目;举一手,异形之国,混合形态或超自然生物,北,大荒经
聂耳之国,耳长，行则以手持之,聂耳之国,辽宁省;山东省,有仅耳之国，任姓，昌号子，食谷。,聂耳国民以谷物为食。,耳长;以手持耳,异形之国,混合形态或超自然生物,北,大荒经
文虎,雕虎,海外南经,广东省;海南省,文虎，雕虎;已见《海外南经》郭珊注。,文虎是一种雕虎。,雕虎,异形之国,兽类,南,海外经
两虎,两只文虎,聂耳国之东,河南省;湖北省,两虎在其东,两只老虎在聂耳国的东边,守护;象征力量,守护与威严,兽类,东,海外经
大泽,广阔的水域,海西内经,青海省,泽大方百里，群鸟所生及所解,大泽方圆百里，是群鸟栖息的地方,孕育生命;群鸟栖息,生命之源,鱼类与水生生物,西,海内经
邓林,桃林,中山经,楚之北境,夸父之山，北有桃林,夸父山的北边有桃林,象征生命与希望,生命与希望,混合形态或超自然生物,中,山经
欧丝女子,女子跪据树吐丝,北海外,辽宁省;河北省,有女子方跪据树而呕丝，北海外也。,女子跪在树下吐丝，位于北海外。,吐丝,神秘生物,混合形态或超自然生物,北,大荒经
九巡芋,未知,附国之山,四川省;云南省,帝客项与九巡芋下,帝客项与九巡芋在附国之山下,未知,未知,混合形态或超自然生物,北,大荒经
四蛇,四条蛇,铺鱼之山,四川省;云南省,四蛇卫之,四条蛇守卫着,守卫,守护,爬行与蛇类,未知,山经
甘相,树枝干凤赤，黄华，白上时，黑实,其山之东,青海省,其树枝干凤赤，黄华，白上时，黑实,树枝干凤赤，黄华，白上时，黑实,未知,未知,植物,东,大荒经
甘华,赤枝干，黄华,未知,未知,亦赤枝干，黄华,也是赤枝干，黄华,未知,未知,植物,未知,大荒经
相柳氏,九个脑袋,共工的臣子,山西省,共工的臣子名叫相柳氏，生有九个脑袋，同时吃九座山上的食物。相柳所经过的地方，便成了沼泽和肖谷。,相柳氏有九个头，能吃九座山的食物，所过之处变成沼泽。,吃九座山的食物;制造沼泽,破坏与混乱的象征,混合形态或超自然生物,未知,海外经
季利国,一只手和一只脚，膝盖反转生，脚弯曲朝上,一目国的东边,山东省;江苏省,季利国在一目国的东边。这里的人只有一只手和一只脚，膝盖反转生，脚弯曲朝上。,季利国的人手脚异常，膝盖反转。,无,异常形态的象征,混合形态或超自然生物,东,海外经
无肠国,身体长大，肚里没有肠子,深目国东边,陕西省;甘肃省,这里的人身体长大，可是肚里却没有肠子——吃下的东西一直通过,无肠国人身体长大，无肠子,无,无,混合形态或超自然生物,东,海外北经
聚耳国,每人使唤两匹花斑大老虎，两手托着大耳朵,无肠国东边,山东省,每人使唤两匹花斑大老虎，两只手经常托着自己的大耳朵,聚耳国人使唤两虎，托大耳,使唤老虎,无,混合形态或超自然生物,东,海外北经
允双,形状像白马，锅子一样的牙齿,北海内,山东省,北海内有一种和兽，名字叫允双。,北海内有一种兽，名叫允双。,能吃老虎和豹子,凶猛,兽类,北,海内经
欧丝野女子,女子跪据在大树上吐丝,反旦国的东边,山东省;江苏省;广东省,欧丝野在反旦国的东边，一个女子正跪据在一棵大树上吐丝。,欧丝野在反旦国的东边，女子在树上吐丝。,吐丝,神秘,混合形态或超自然生物,东,海外经
拘瘦国人,常用一只手托住自己颈脖上的肉瘤,拘瘦国,未知,拘瘦国在它的东边，这里的人常用一只手托住自己颈脖上的肉瘤。,拘瘦国的人常用手托住颈上的肉瘤。,无,奇特,混合形态或超自然生物,东,海外经
跨呈国人,两只脚的脚跟不着地，踏着脚掌走路,跨呈国,四川省;云南省,跨呈国在拘瘦国的东边。这里的人都是两只脚的脚跟不着地，踏着脚掌走路的。,跨呈国的人用脚掌走路，脚跟不着地。,无,奇特,混合形态或超自然生物,东,海外经
遇强,风神时人面鸟身，耳挂青蛇，脚踏青蛇;水神时鱼身有手足，驾两龙,北方,内蒙古自治区;河北省;山西省,北方的风神而兼水神的遇强一一当他是风神的时候，他的形态就是人的脸，鸟的身子，耳杀上悬挂两条青蛇，脚下践踏两条青蛇。一当他是水神的时候，他就是鱼的身子，有手有足，驾着两条龙。,北方风神兼水神遇强，风神时人面鸟身，水神时鱼身驾龙。,控制风;控制水,风与水的神,混合形态或超自然生物,北,未知
奢比之尸,兽身、人面、大耳，耳挂两条青蛇,未知,青海省,奢比之尸…在其北，兽身、人面、大耳，班两青蛇!)]。,奢比之尸在北，兽身人面，耳挂青蛇。,未知,未知,混合形态或超自然生物,北,未知
天吴,八首人面，八足八尾，皆青黄,朝阳之谷,山东省,"朝阳之谷!),神日天吴,是为水伯。在重重北两水间。其为兽也，八首人面，八足八尾，皆青黄)。",朝阳之谷的神天吴，八首人面，八足八尾。,控制水,水神,混合形态或超自然生物,北,未知
青丘国九尾狐,四足九尾,青丘国,山东省,青丘国在其北)，其狐四足九尾]。,青丘国的狐狸有四足九尾。,未知,祥瑞之兽,兽类,北,未知
扶桑,居水中，有大木，九日居下枝，一日居上枝,黑齿北,山东省,居水中，有大木，九日居下枝，一日居上枝,扶桑树在水中，九日在下枝，一日在上枝,承载十日,太阳栖息之地,混合形态或超自然生物,北,山经
雨师妾,其为人黑，两手各操一蛇，左耳有青蛇，右耳有赤蛇,黑齿北,黑龙江省,其为人黑，两手各操一蛇，左耳有青蛇，右耳有赤蛇,雨师妾肤色黑，两手各持一蛇，耳上有青红蛇,操蛇,蛇神,混合形态或超自然生物,北,山经
一目,为人黑身人面，各操一龟,十目北,内蒙古自治区;河北省;山西省,为人黑身人面，各操一龟,一目黑身人面，手持龟,操龟,龟神,混合形态或超自然生物,北,山经
玄股之国,其为人衣鱼食鼎，使两鸟夹之,雨师妾北,山东省,其为人衣鱼食鼎，使两鸟夹之,玄股国人穿鱼衣，食鼎食，两鸟相伴,使鸟,鸟神,混合形态或超自然生物,北,山经
毛民之国,为人身生毛,玄股北,山西省;内蒙古自治区,为人身生毛,毛民国人全身长毛,无,毛人,兽类,北,山经
劳民国,其为人黑,毛民北,河北省;内蒙古自治区,其为人黑,劳民国人肤色黑,无,劳民,混合形态或超自然生物,北,山经
东方句芒,鸟身人面，乘两龙,未知,山东省;江苏省;浙江省,鸟身人面，乘两龙,句芒鸟身人面，骑两龙,乘龙,春神,混合形态或超自然生物,东,山经
大人国,有大人之市，名曰大人之常,大荒之中,青海省;内蒙古自治区,有大人之市，名曰大人之常,大人国有大人市，名为大人之常,无,巨人,混合形态或超自然生物,东,大荒经
奢比尸,人面犬耳，兽身，耳戴两青蛇,东海之外,山东省;江苏省;浙江省,有九海外东经神，人面犬耳，兽身，表两青蛇，名上日奢比尸,奢比尸是东海外的神，人面犬耳，兽身，耳戴两青蛇,耳戴两青蛇;象征东方之神,象征东方之神,混合形态或超自然生物,东,大荒东经
君子国,衣冠带剑，食兽，使二大虎在旁,东口之山,山东省;江苏省,有东口之山。有君子之国，其人衣冠带剑,君子国在东口山，国民衣冠带剑，食兽，使二大虎在旁,使二大虎在旁,象征礼仪与威严,兽类,东,大荒东经
竖亥,健行人,未知,山东省;江苏省;浙江省,竖亥，健行人,竖亥，善于行走,健行,未知,混合形态或超自然生物,未知,未知
黑齿国,国民牙齿黑色,倭国东四十余里,山东省;江苏省,有黑齿之国。帝俊生黑齿，姜姓，乘食，使四岛,黑齿国国民牙齿黑色，由帝俊所生,乘食;使四岛,象征神秘与异域,混合形态或超自然生物,东,大荒经
衣鱼,鱼以皮为衣,未知,未知,鱼以皮为衣也,鱼以皮为衣,未知,水中生物,鱼类与水生生物,未知,未知
玄股民,股黑，两鸟夹之,未知,河北省;山西省,玄股民，其股黑，两鸟夹之,玄股民，大腿黑色，两鸟夹持,未知,未知,混合形态或超自然生物,未知,未知
毛民,人身生毛,大荒北经,河北省;山西省;内蒙古自治区,"有毛民之国，依姓，食和磁,使四鸟",毛民国，依姓，食和磁，使四鸟,使四鸟,黄帝之裔,混合形态或超自然生物,北,大荒经
劳民,为人黑,淮南子.地形篇,安徽省,劳民，正理踩扰不定,劳民，正理踩扰不定,未知,未知,混合形态或超自然生物,南,未知
句芒,方面素服,未知,山东省;江苏省;浙江省,木神也;方面素服,木神，方面素服,赐寿,木神,未知,未知,未知
奢比尸神,兽身人面，大耳，耳上挂着两条青蛇,大人国的北边,山东省,奢比尸神在它（大人国）的北边，兽的身子，人的脸，大耳和全，耳洒上挂着两条青蛇,奢比尸神位于大人国北边，兽身人面，耳挂青蛇,未知,未知,混合形态或超自然生物,北,海外经
双重虹,每道虹都有两头脑袋,君子国的北边,山东省,双重虹在它（君子国）的北边，每道虹都有两头脑袋,双重虹位于君子国北边，每道虹有两头,未知,未知,超自然生物,北,海外经
黑齿国人,牙齿漆黑，身旁有红蛇和青蛇,黑齿国,福建省;广东省,这里的人牙齿漆黑，吃稻米饭，拿蛇作菜肴。一条红蛇和一条青蛇在他的身旁,黑齿国人牙齿黑，以蛇为食,使唤蛇,蛇的掌控者,人类,东,海外东经
雨师妾国人,通身黑色，两手各握一条蛇，耳挂青蛇和红蛇,雨师妾国,四川省;云南省,这地方的人通身是黑的，两只手各握住一条蛇，左边耳朵上挂有青蛇，右边耳朵上挂有红蛇,雨师妾国人全身黑，操控蛇,操控蛇,蛇的掌控者,人类,东,海外东经
玄股国人,大腿以下全黑，穿鱼皮衣,玄股国,黑龙江省;吉林省,这里的人大腿以下全是黑的，他们拿鱼皮做衣服，拿芍鸟做,玄股国人腿黑，穿鱼皮衣,不详,海洋生活,人类,东,海外东经
两脑袋鸟,两个脑袋的鸟,劳民国,山东省;江苏省,这里产有一种两个脑袋的鸟,劳民国产有两个脑袋的鸟,未知,未知,鸟类,未知,海内经
帘腐龙,状如龙首,弱水中,甘肃省,帘腐龙首，居弱水中,帘腐龙首居住在弱水中,食人,凶猛,混合形态或超自然生物,西,山经
建木,其状如牛，引之有皮，若组、黄蛇,弱水局上,甘肃省,有木，其状如牛，引之有皮，若组、黄蛇,有一种树，形状像牛，树皮像组、黄蛇,无,神秘,混合形态或超自然生物,西,山经
氏人国,人面而鱼身，无足,建森西,福建省;江西省,氏人国在建森西，其为人人面而鱼身，无足,氏人国在建森西，人面鱼身，无足,无,神秘,混合形态或超自然生物,西,山经
巴蛇,青黄赤黑,犀牛西,四川省;云南省,巴蛇食象，三岁而出其骨,巴蛇吃象，三年后吐出骨头,食象;吐骨,凶猛,爬行与蛇类,西,山经
旋马,状如马，四节有毛,巴蛇西北，高山南,湖南省;湖北省,旋马，其状如马，四节有毛,旋马形状像马，四节有毛,无,神秘,兽类,西,山经
雕题国,面部点涅，身体画有鳞采,正西,青海省,"点涅其面, 画体为鳞采, 即饼人也",面部点涅，身体画有鳞采,无,象征雕画其颌,混合形态或超自然生物,西,海内经
胸国,未详,北户,山西省;河北省,胸音僵; 未详,未详,无,象征北户,混合形态或超自然生物,北,海内经
泉阳国,其状如和人,未知,甘肃省;山东省,其为人: 郭注《和尔雅》狂卯引此经作其状如和人,其状如和人,见人笑亦笑,象征山精,混合形态或超自然生物,未知,海内经
课羊,大口,未知,四川省;云南省,"课羊善食人, 大口, 其初得人, 喜笑, 则层上覆僻, 移时而后食之","课羊善食人, 大口",善食人; 喜笑,象征食人兽,兽类,未知,海内经
